CO_NCM,CO_UNID,CO_SH6,CO_PPE,CO_PPI,CO_FAT_AGREG,CO_CUCI_ITEM,CO_CGCE_N3,CO_SIIT,CO_ISIC_CLASSE,CO_EXP_SUBSET,NO_NCM_POR,NO_NCM_ESP,NO_NCM_ING
29182120,10,291821,3000,3000,03,51393,240,1000,2100,1402,Sais do ácido salicílico,Sales del ácido salicílico,Salts of salicylic acid
29182211,10,291822,3000,3000,03,51393,240,1000,2100,1402,Ácido o-acetilsalicílico,Ácido o-acetilsalicílico,O-acetylsalicylic acid
29182212,10,291822,3000,3000,03,51393,240,1000,2100,1402,O-acetilsalicilato de alumínio,O-acetilsalicilato de aluminio,Aluminium o-acetylsalicylate
29182219,10,291822,3000,3000,03,51393,240,1000,2100,1402,Outros sais do ácido o-acetilsalicílico,Los demás sales del ácido o-acetilsalicílico,Other salts of o-acetylsalicylate acid
29182220,10,291822,3000,3000,03,51393,240,1000,2100,1402,Ésteres do ácido o-acetilsalicílico,Ésteres del ácido o-acetilsalicílico,Other esters of o-acetylsalicylate acid
29182300,10,291823,3000,3000,03,51393,240,1000,2100,1402,Outros ésteres do ácido salicílico e seus sais,Los demás ésteres del ácido salicílico y sus sales,Other esters of salicylic acid and their salts
29182910,10,291829,3000,3000,03,51394,240,2000,2011,1402,Ácido hidroxinaftóico,Ácido hidroxinaftoico,Hydroxynaphthoic acid
29182921,10,291829,3000,3000,03,51394,240,2000,2011,1402,Ácido p-hidroxibenzóico,Ácido p-hidroxibenzoico,P-hydroxybenzoic acid
29182922,10,291829,3000,3000,03,51394,240,2000,2011,1402,Metilparabeno,Metilparabeno,Methylparaben
29182923,10,291829,3000,3000,03,51394,240,2000,2011,1402,Propilparabeno,Propilparabeno,Propylparaben
29182929,10,291829,3000,3000,03,51394,240,2000,2011,1402,Outros sais e ésteres do ácido p-hidroxibenzóico,Los demás sales y ésteres del ácido p-hidroxibenzoico,Other salts and esters of p-hydroxybenzoic acid
29182930,10,291829,3000,3000,03,51394,240,2000,2011,1402,"Ácido gálico, seus sais e ésteres","Ácido gálico,  sus sales y ésteres","Gallic acid, its salts and esters"
29182940,10,291829,3000,3000,03,51394,240,2000,2011,1402,"Tetrakis(3-(3,5-di-ter-butil-4-hidroxifenil)propionato) de pentaeritritila","Tetrakis(3-(3, 5-di-ter-butil-4hidroxif.)prop.pentaerit.","Pentaerythrityl tetrakis(3(3, 5-di-tert-butyl-4-hyd.)pr."
29182950,10,291829,3000,3000,03,51394,240,2000,2011,1402,"3-(3,5-Di-ter-butil-4-hidroxifenil)propionato de octadecila","3(3, 5-di-ter-butil-4-hidroxifenil)propionato de octadec","Octadecyl 3-(3, 5-di-tert-butyl-4-hydroxyphenyl)propion."
29182990,10,291829,3000,3000,03,51394,240,2000,2011,1402,"Outros ácidos carboxílicos função fenol, anidridos, etc.","Los dem.ác.carboxílicos c/ función fenol, anhídridos, etc","Others carboxylic acids, phenol function, anhydrides, etc"
59019000,10,590190,3990,3990,03,65731,240,4000,1399,1602,"Telas para decalque e telas transparentes para desenho; telas preparadas para pintura; entretelas e tecidos rígidos semelhantes, dos tipos utilizados em chapéus e artefatos de uso semelhante","Telas p/calcar, transparente p/dibujar, p/pintar, etc.","Screens f/tracing, transparent f/drawing, f/painting, etc."
59021010,10,590210,3859,3859,03,65793,240,4000,1399,1602,"Telas para pneumáticos com fios de alta tenacidade de náilon ou de outras poliamidas, impregnadas, recobertas ou revestidas com borracha",Napas tram.p/neumát.c/hilads.alta tenac.poliam.c/caucho,Tyre cord fabric.high tenac.yarn of polyam.with rubber
59021090,10,590210,3859,3859,03,65793,240,4000,1399,1602,"Outras telas para pneumáticos, de fios de alta tenacidade de náilon ou de outras poliamidas",Ots.napas tram.p/neumát.c/hilados alta tenac.de poliam.,Other tyre cord fabrics high tenac.yarn of polyamide
59022000,10,590220,3859,3859,03,65793,240,4000,1399,1602,"Telas para pneumáticos fabricadas com fios de alta tenacidade, de poliésteres","Napas tram.p/neumáticos, c/hilads.alta tenac.de poliést.",Tyre cord fabric high tenac.yarn of polyesters
59029000,10,590290,3859,3859,03,65793,240,4000,1399,1602,"Telas para pneumáticos fabricadas com fios de alta tenacidade, de raiom viscose","Napas tram.p/neumáts., de hils.alta tenac.de rayón visc.","Tyre cord fabric of high tenacity yarn, viscose rayon"
59031000,10,590310,3849,3849,03,65732,240,4000,1399,1602,"Tecidos impregnados, revestidos, recobertos ou estratificados, com plástico, exceto os da posição 59.02, com poli(cloreto de vinila)","Telas impregnadas/recubiert, etc.c/policloruro de vinilo","Fabric impregnat./covered, etc.with poly(vinyl chloride)"
59032000,10,590320,3849,3849,03,65732,240,4000,1399,1602,"Tecidos impregnados, revestidos, recobertos ou estratificados, com plástico, exceto os da posição 59.02, com poliuretano","Telas impregnadas/recubiertas, etc.c/poliuretano","Fabric impregnated/covered, etc.with polyurethane"
59039000,10,590390,3849,3849,03,65732,240,4000,1399,1602,"Tecidos impregnados, revestidos, recobertos ou estratificados, com outros plásticos","Telas impregnadas/recubiertas, etc.c/otros plásticos","Fabric impregnated/covered, etc.with other plastics"
59041000,15,590410,3990,3990,03,6591,311,3000,2220,1602,"Linóleos, mesmo recortados","Linóleos, incluso cortados","Linoleum, including cut"
59049000,15,590490,3990,3990,03,6591,311,3000,2220,1602,"Revestimentos para pisos (pavimentos) constituídos por um induto ou recobrimento aplicado sobre suporte têxtil, mesmo recortados",Revestimientos p/suelo aplic.sobre un soporte textil,Coverings cons.of a applied on a covering text.backing
59049100,15,590491,3990,3990,03,6591,311,3000,2220,1602,"Revestimento para pavimento, com suporte de feltro agulhado/falso tecido","Revestim.p/suelo, c/sop.fieltro punzonado/tela s/tejer",Floor coverings with support holed felt/false fabric
51071011,10,510710,3277,3990,03,65113,240,4000,1311,1699,"Fios de lã penteada, não acondicionados para venda a retalho, que contenham pelo menos 85 %, em peso, de lã, retorcidos ou retorcidos múltiplos, de dois cabos, de título inferior ou igual a 184,58 decitex por cabo","Hilados de lana pein.(>=85%), retorc.2 cabos, t<=184.58d","Yarn of combed woll(>=85%), twis.2 cables, t<=184.58d"
51071019,10,510710,3277,3990,03,65113,240,4000,1311,1699,"Outros fios de lã penteada, retorcidos ou retorcidos múltiplos, que contenham pelo menos 85 %, em peso, de lã","Otros hilados de lana peinada (cont.>=85%), retorcidos","Oth.yarn of combed woll(cont.>=85%), twisted"
51071090,10,510710,3277,3990,03,65113,240,4000,1311,1699,"Outros fios de lã penteada que contenham pelo menos 85 %, em peso, de lã",Otros hilados de lana peinada (contenido>=85%),Other yarn of combed woll (containig>=85%)
51072000,10,510720,3277,3990,03,65118,240,4000,1311,1699,"Fios de lã penteada que contenham menos de 85 %, em peso, de lã",Hilados de lana peinada (contenido<85%),Yarn of combed wool (containing<85%)
85167100,11,851671,3365,3365,03,77587,311,2000,2750,1101,"Aparelhos para preparação de café ou de chá, eletrotérmicos","Aparatos p/prepar.café o té, electrotérm.uso doméstico","Electrothermic mach.for making coffee or tea, domestic"
85167200,11,851672,3365,3365,03,77587,311,2000,2750,1101,"Torradeiras de pão, eletrotérmicas, uso doméstico","Tostadoras de pan, electrotérmicas, uso doméstico","Electrotermics toasters, domestic"
85013411,11,850134,3298,3298,03,7162,110,2000,2710,1105,"Motor elétrico de corrente contínua, de potência inferior ou igual a 3.000 kW","Motor eléctr.de corriente continua, 375kw<pot<=3000kw","Electric motor of contin.current, 375kw<pot<=3000kw"
85175013,11,851750,3381,3413,03,76412,110,1000,2630,1103,"Moduladores/demoduladores analógicos, 9600 < velocidade <= 28800 bit/s","Moduladores/demoduladores analógicos, 9600<v<=28800bit/s","Analogical modems, 9600<s<=28800bit/s"
85175019,11,851750,3381,3413,03,76412,110,1000,2630,1103,Outros moduladores/demoduladores (modens),Los demás moduladores/demoduladores (modem),Other modems
85175021,11,851750,3381,3413,03,76412,110,1000,2630,1103,Equipamento terminal/repetidor em linhas metálicas,Equipam.terminal/repetidor sobre líneas metálicas,Terminal equipment/repeater on metal line
85175022,11,851750,3381,3413,03,76412,110,1000,2630,1103,"Equipamento terminal/repetidor, em fibra óptica, velocidade > 2.5 gbits/s","Equip.terminal/repet.sob.línea fibr.óptica, v>2.5gbits/s","Terminal equipm./repeater, on fibr.optic, s>2.5gbits/s"
85175029,11,851750,3381,3413,03,76412,110,1000,2630,1103,Outros equipamentos terminais ou repetidores,Los demás equipamientos terminales o repetidores,Other terminal equipments or repeaters
85175030,11,851750,3381,3413,03,76412,110,1000,2630,1103,Multiplexador por divisão de frequência,Multiplexor por división de frecuencia,Multiplexers operating by frequency sharing
85175041,11,851750,3381,3413,03,76412,110,1000,2630,1103,"Multiplexador por divisão de tempo, digital síncronos, etc.","Multiplexor p/división de tiempo, digit.síncronos, etc","Multiplexers oper.by time sharing, synchronous dig., etc"
85175049,11,851750,3381,3413,03,76412,110,1000,2630,1103,Outros multiplexadores por divisão de tempo,Los demás multiplexores por división de tiempo,Other multiplexers operating by time sharing
85175050,11,851750,3381,3413,03,76412,110,1000,2630,1103,"Conversores de sinais síncronos/assíncronos, etc.","Conversores de señales síncronos/asíncronos, etc","Converters of synchronous/asynchronous signs, etc."
85175061,11,851750,3381,3362,03,76412,110,1000,2630,1103,Concentradores de linhas de assinantes,Concentradores de líneas abonados,Centralizing of subscriber lines
85175062,11,851750,3381,3362,03,76412,110,1000,2630,1103,Concentradores de circuitos digitais,Concentradores de circuitos digitales,Centralizing digital circuits
85175069,11,851750,3381,3362,03,76412,110,1000,2630,1103,Outros concentradores para telecomunicação,Los demás concentradores de telecomunicación,Other centralizing for telecommunication
85175090,11,851750,3381,3413,03,76412,110,1000,2630,1103,Outros aparelhos para telecomunicação corrente portadora/telecom.digital,Los dem.apars.de telecom.corrient.portad./telecom.digit,Ot.appar.f/carrier-current line systems /dig.line syst.
85175091,11,851750,3381,3413,03,76412,110,1000,2630,1103,"Terminais de texto, operados com código de transmissão Baudot, etc","Termins.de texto, oper.c/cod.de transmisión baudot, etc","Terminals of text oper.with transmis.baudot code, etc"
84542090,11,845420,3990,3152,03,73711,110,2000,2823,0999,Cadinhos ou colheres de fundição,Cucharas de colada,Ladles of foundry
84543010,11,845430,3990,3152,03,73712,110,2000,2823,0999,Máquinas de vazar (moldar) sob pressão,Máquinas de colar (moldear) a presión,Machines for casting under pressure
84543020,11,845430,3990,3152,03,73712,110,2000,2823,0999,Máquinas de vazar (moldar) por centrífugação,Máquinas de colar (moldear) por centrifugación,Centrifugal casting machines
84543090,11,845430,3990,3152,03,73712,110,2000,2823,0999,"Outras máquinas de vazar (moldar), para metalurgia, aciaria ou fundição","Las dem.máqs.de colar(moldear), p/metalurgia, acerías, etc","Ot.casting mach.of kind used metal./metal foundries, etc"
84549010,10,845490,3990,3152,03,73719,270,2000,2823,0999,Partes de máquinas de vazar (moldar) por centrífugação,Partes de máquinas de colar(moldear) por centrifugación,Parts of centrifugal casting machines
60024010,10,600240,3853,3853,03,65521,240,4000,1391,1699,"Tecidos de malha de largura não superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de algodão","Tejidos de punto de algodón, a<=30cm, elast>=5%","Fabrics of cotton mesh, w<=30cm, elastomeric>=5%"
60024020,10,600240,3853,3853,03,65521,240,4000,1391,1699,"Tecidos de malha de largura não superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de fibras sintéticas ou artificiais","Tejidos de punto fibra sint/art.a<=30cm, e>=5%","Fabrics of fibre mesh synt/artif.w<=30cm, e>=5%"
60024090,10,600240,3853,3853,03,65521,240,4000,1391,1699,"Tecidos de malha de largura não superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de outras matérias têxteis","Tejidos de punto ots.mat.text.a<=30cm, e>=5%","Fabrics of mesh other textile materials.w<=30cm, e>=5%"
60024100,10,600241,3853,3853,03,65521,240,4000,1391,1699,Tecido de malha-urdidura de lã ou de pelos finos,Tejido de punto por urdimbre de lana o de pelo fino,Mesh-warp fabric of wool or fine animal hair
60024200,10,600242,3853,3853,03,65521,240,4000,1391,1699,Tecido de malha-urdidura de algodão,Tejido de punto por urdimbre de algodón,Mesh-warp fabric of cotton
60024300,10,600243,3853,3853,03,65521,240,4000,1391,1699,"Tecido de malha-urdidura, de fibra sintética/artificial",Tejido de punto por urdimbre de fibra sintética/artif,Mesh-warp fabric of synthetic/artificial fibre
60024900,10,600249,3853,3853,03,65521,240,4000,1391,1699,Tecido de malha-urdidura de outras matérias têxteis,Tejido de punto por urdimbre de ots.materias textiles,Mesh-warp fabric of other textile materials
60029010,10,600290,3853,3853,03,65521,240,4000,1391,1699,"Outros tecidos de malha de algodão, largura <=30cm","Ots.tejidos de punto de algodón, a<=30cm","Other fabrics of mesh cotton , w<=30cm"
60029020,10,600290,3853,3853,03,65521,240,4000,1391,1699,"Outros tecidos de malha fibra sintética/artificial, largura <=30 cm","Ots.tejidos de punto de fibra sint/artif, a<=30cm",Other fabrics of fibres mesh synt/artif.w<=30cm
60029090,10,600290,3853,3853,03,65521,240,4000,1391,1699,"Outros tecidos de malha de largura não superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01, de outras matérias têxteis",Ots.tejidos de punto ots.mater.text.a<=30cm,Other fabrics of mesh of oth.textile materials w<=30cm
60029100,10,600291,3853,3853,03,65521,240,4000,1391,1699,Outros tecidos de malha de lã ou de pelos finos,Otros tejidos de punto de lana o de pelos finos,Other mesh-warp fabric of wool or fine animal hair
52041940,10,520419,3271,3271,03,65121,240,4000,1311,1603,"Linhas para costurar, de algodão, não acondicionadas para venda a retalho, de algodão branqueado ou colorido, de título superior a 5.000 decitex por fio simples","Ots.hilos de coser, de algodón blanq/coloreado, t<=5000d","Other sewing thread,  of cotton bleac/col.t>5000d"
52042000,10,520420,3271,3271,03,65122,322,4000,1311,1603,"Outras linhas para costura, de algodão, acondicionadas para venda a retalho","Ots.hilos de coser, de algodón,  p/la venta al por menor","Ot.sewing thread, of cotton bleac/colours f/retail sale"
52051100,10,520511,3271,3271,03,65133,240,4000,1311,1603,"Fios simples de algodão, de fibras não penteadas, de título igual ou superior a 714,29 decitex (número métrico não superior a 14), não acondicionados para venda a retalho","Hilado algodón>=85%, sencillos, fibra s/pein.tít>=714.29d","Cotton yarn>=85%, simple, fibre n/combed tit>=714.29d"
84821090,11,848210,3777,3777,03,7461,270,2000,2814,0911,Outros rolamentos de esferas,Los demás rodamientos de bolas,Other ball bearings
84822010,11,848220,3777,3777,03,7462,270,2000,2814,0911,"Rolamentos de roletes cônicos, incluindo os conjuntos constituídos por cones e roletes cônicos, de carga radial","Rodamientos de rodillos cónicos, de carga radial","Tapered roller bearings, radial"
84822090,11,848220,3777,3777,03,7462,270,2000,2814,0911,Outros rolamentos de roletes cônicos,Los demás rodamientos de rodillos cónicos,Other tapered roller bearings
84823000,11,848230,3777,3777,03,7463,270,2000,2814,0911,Rolamentos de roletes em forma de tonel,Rodamientos de rodillos en forma de tonel,Spherical roller bearings
84541000,11,845410,3990,3152,03,73711,110,2000,2823,0999,"Conversores para metalurgia, aciaria ou fundição","Convertidores para metalurgia, acerías o fundiciones",Converters of kind used metallurgy/in metal foundries
84542010,11,845420,3990,3152,03,73711,110,2000,2823,0999,Lingoteiras de fundição,Lingotes de fundición,Ingot moulds of foundry
84714972,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de unidade controladora de comunicações,Sistema de unidad controladora de comunicaciones,System of controlling unit of communications
84714973,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de unidade tradutora de protocolo, para interconexão de redes",Sistema de unidad traductora protocol.p/intercon.redes,System of unit translators f/intercon.networks
84714974,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de unidade distribuidora de conexões para redes,Sistema de unidad distribuidora de conexiones p/redes,System of distributing unit of connections f/netsworks
84714975,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de outras unidades de controle, etc, de sinais","Sistema de las demás unidades de control, etc.de sinales","System of other units of control, etc.of signs"
84714976,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de outras unidades de máquinas automáticas de processamento de dados,Sistema de ots.unidades de máquinas automát.proc.datos,System of other units of autom.data-proces.machines
84714991,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de leitores/gravadores de cartões magnéticos,Sistema de lectores/grabadores de tarjetas magnét.,System of readers and recording of magnetic cards
84714992,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de leitores de código de barras,Sistema de lectores de código de barras,System of readers of bars code
84714993,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de leitores de caracteres magnetizáveis,Sistema de lectores de caracteres magnetizables,System of readers of characters magnetized
84714994,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de outros leitores/gravadores, para máquinas de processamento de dados","Sistema de ots.lectores/grabadores, p/máqs.proc.datos","System of readers and recording, f/data-proces.machines"
84714995,11,847149,3145,3145,03,7523,110,1000,2620,0902,Sistema de outras máquinas automáticas para processamento de dados,Sistema de otras máquinas automát.p/proc.datos,System of other autom.data-proces.machines
84714996,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de digitalizadores de imagens (""scanners"")","Sistema de digitalizadores de imágenes (""scanners"")","System of digitizing of images (""scanners"")"
84715010,11,847150,3145,3145,03,7523,110,1000,2620,0902,"Unidade de processamento digital de pequena capacidade,baseadas em microprocessadores,com capacidade de instalação,dentro do mesmo gabinete,de unidades de memória da subposição 8471.70,podendo conter múltiplos slots, FOB <= US$ 12.500 por unidade",Unid.proc.digit.peq.cap.base microproces.fob<=us$12500,Digital proces.unit small cap.microproces.fob<=us$12500
84509090,10,845090,3400,3990,03,72491,270,2000,2826,0920,"Partes de máquinas de lavar roupa, capacidade <= 10 kg de roupa seca","Partes de máqs.de lavar ropa, cap<=10kg de ropa seca","Parts of washing machines, cap<=10kg of dry clothes"
84511000,11,845110,3990,3367,03,72472,110,2000,2826,0999,"Máquinas para lavar roupa, a seco",Máquinas para la limpieza en seco,Dry-cleaning machines
84512100,11,845121,3990,3367,03,77512,311,2000,2750,0999,"Máquinas para secar roupa, de capacidade, expressa em peso de roupa seca, não superior a 10 kg","Máquinas p/secar ropa, capacidad<=10kg de ropa seca","Machines f/dry clothes, cap<=10kg of dry clothes"
84512900,11,845129,3990,3367,03,72473,110,2000,2826,0999,Outras máquinas para secar roupa,Las demás máquinas para secar ropa,Other machines for dry clothes
84512910,11,845129,3990,3367,03,72473,110,2000,2826,0999,"Outras máquinas para secar roupa, que funcionem por meio de ondas eletromagnéticas (micro-ondas), cuja produção seja superior ou igual a 120 kg/h de produto seco","Las dem.máqs.p/secar ropa, por microondas, prod>=120 kg/h","Oth.machines f/dry clothes f/microwaves, prod>=120 kg/h"
84512990,11,845129,3990,3367,03,72473,110,2000,2826,0999,Outras máquinas para secar roupa,Las demás máquinas para secar ropa,Other machines for dry clothes
84513010,11,845130,3990,3367,03,72474,110,2000,2826,0999,"Máquinas e prensas para passar roupa, automáticas","Máquinas y prensas p/planchar ropa, automáticas","Ironing machines and presses f/clothes, automatics"
84513090,11,845130,3990,3367,03,72474,110,2000,2826,0999,"Outras máquinas e prensas para passar roupa, inclusive as fixadoras","Las dem.máqs.y prensas p/planchar ropa, incl.las p/fijar","Ot.iron.mach.and presses f/clothes, incl.fusing presses"
84513091,11,845130,3990,3367,03,72474,110,2000,2826,0999,"Prensas para passar roupa, de peso inferior ou igual a 14 kg","Prensas para planchar ropa, de peso<=14kg","Ironing presses for clothers, weighing<=14kg"
84513099,11,845130,3990,3367,03,72474,110,2000,2826,0999,"Outras máquinas e prensas para passar roupa, inclusive as fixadoras","Las dem.máqs.y prensas p/planchar ropa, incl.las p/fijar","Oth.ironing machines and presses, incl.fusing presses"
84514010,11,845140,3990,3367,03,72474,110,2000,2826,0999,"Máquinas para lavar fios, tecidos, obras de matérias têxteis",Máquinas p/lavar hilados/tejidos/manuf.de mat.textiles,Machines f/washing yarns/fabric/artic.of textile mater.
84514021,11,845140,3990,3367,03,72474,110,2000,2826,0999,"Máquinas para tingir tecidos em rolos, por pressão estática, etc","Máqs.p/teñir tejidos en cuerda, a presión estática, etc","Machines f/dyeing cylindrical fabrics, static presur.etc"
84514029,11,845140,3990,3367,03,72474,110,2000,2826,0999,Outras máquinas para tingir ou branquear fios ou tecidos,Las dem.máquinas p/teñir o blanquear hilados o tejidos,Oth.machines f/dyeing or bleaching yarns or fabrics
84514090,11,845140,3990,3367,03,72474,110,2000,2826,0999,Máquinas para branquear ou tingir outras matérias têxteis,Máquinas p/blanquear o teñir demás materias textiles,Machines f/dyeing or bleaching oth.textile materials
84714932,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de impressora, velocidade < 30 páginas por minuto, transferência térmica cera sólida","Sistema de impresora, v<30ppm, transfer.térm.cera sólida","System of printer, s<30ppm, transfer thermal solid wax"
84714933,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de impressora, velocidade < 30 páginas por minuto, ""laser"", monocromática linha >230 mm","Sistema de impresora, v<30ppm, láser, monocrom.li>230mm","System of printer, s<30ppm, laser, monochr.wi>230mm"
84714934,11,847149,3145,3145,03,7523,110,1000,2620,0902,"Sistema de impressora, velocidade < 30 páginas por minuto, ""laser"", etc, policromátiica","Sistema de impresora, v<30ppm, láser, etc.policrom.","System of printer, s<30ppm, laser, etc.poli-crhome"
85122029,11,851220,3355,3355,03,77834,280,2000,2930,1017,"Outros aparelhos elétricos de sinalização visual, dos tipos utilizados em ciclos ou automóveis",Los dem.aparatos electr.de señaliz.visual p/automóv.etc,"Oth.electr.visual signalling equipm.f/automobiles, etc."
85171820,11,851718,3381,3036,03,76411,110,1000,2630,1103,Telefones públicos,Apar./equip. telefónicos públicos,Public telephones
85171891,11,851718,3381,3036,03,76411,321,1000,2630,1103,Outros telefones não combinados com outros aparelhos,"Otros apar./equip. telefónicos, s/combinar c/otros apar./equip.","Other phone appar/equip. , n/combined with oth.appar./equip."
85171899,11,851718,3381,3036,03,76411,110,1000,2630,1103,"Outros aparelhos telefônicos, inclusive videofones",Otros apar./equip. telefónicos y videófonos incorp.,Other phone and video-phone appar/equip. incorp.
85171910,11,851719,3381,3036,03,76411,110,1000,2630,1103,Interfones,Interfonos,Interphones
85171920,11,851719,3381,3036,03,76411,110,1000,2630,1103,Aparelhos telefônicos públicos,Aparatos telefónicos públicos,Public telephones
83025000,10,830250,3260,3260,03,69919,240,3000,2593,8099,"Pateras, porta-chapéus, cabides e artigos semelhantes, de metais comuns","Colgadores, perchas, soportes, etc.de metales comunes","Hat-racks, hat-pegs, brackets, etc.of base metals"
84731090,10,847310,3990,3990,03,75991,270,2000,2817,0999,Partes e acessórios de máquinas de escrever,Partes y acces.de máquinas de escribir,Parts and accessories of writing machines
84732100,10,847321,3990,3990,03,75995,270,2000,2817,0999,Partes e acessórios de máquinas de calcular eletrônicas,Partes y acces.de máquinas de calcular electrónicas,Parts and acces.electronic calculating of machines
84732910,10,847329,3990,3990,03,75995,270,2000,2817,0999,Circuito impresso montado para caixa registradora,Circuito impreso c/comp.p/caja registradora,"Printed circuits mounted, for cash registers"
84732920,10,847329,3990,3990,03,75995,270,2000,2817,0999,Partes e acessórios de outras máquinas de calcular/contabilidade,Partes y acces.de demás máqs.de calcular/contabilidad,Parts and acces.calculating of machines/accounting
84732990,10,847329,3990,3990,03,75995,270,2000,2817,0999,"Partes e acessórios de máquinas de franquear, emitir tíquetes, etc","Partes y acces.de máqs.de franquear, expedir boletos, etc","Parts and acces. of machines emit tickets, etc"
84733011,11,847330,3679,3679,03,75997,270,1000,2620,0902,Gabinete com fonte de alimentação para máquinas automáticas de processamento de dados,Gabinete c/fuente de aliment.p/máqs.automát.proc.datos,"Cabinet with source supply, f/automatic data-proces.mac."
84733019,11,847330,3679,3679,03,75997,270,1000,2620,0902,Outros gabinetes para máquinas automáticas de processamento de dados,Los demás gabinetes p/máquinas automát.proc.datos,"Other cabinet, f/automatic data-proces.machines"
84733021,11,847330,3679,3679,03,75997,270,1000,2620,0902,"Mecanismos de impressora matricial, etc, jato de tinta, montado","Mecanismos de impresora matric., etc.chorro tinta, mont.","Mechanisms of matrix printers, etc.ink-jat, mounted"
84733022,11,847330,3679,3679,03,75997,270,1000,2620,0902,"Mecanismos de impressora a ""laser"", led ou lcs, montados","Mecanismos de impresora a láser, led o lcs, montados","Mechanisms of printer by laser, led or lcs, mouted"
84733023,10,847330,3679,3679,03,75997,270,1000,2620,0902,"Martelo de impressão e bancos de martelos, para impressoras","Martillo de impresión y bancos de martillos, p/impres.","Hammer of impression and banks of hammers, for printers"
84733024,10,847330,3679,3679,03,75997,270,1000,2620,0902,"Cabeça de impressão, exceto térmica/jato tinta, para impressora","Cabezal de impresión, exc.térmico/chorro tinta, p/impres.","Printing heads, exc.thermal/ink-jet, for printer"
84733025,10,847330,3679,3679,03,75997,270,1000,2620,0902,"Cabeça de impressão térmica/jato de tinta, para impressora","Cabezal de impresión térmico/chorro de tinta, p/impres.","Printing heads, thermal/ink-jet, for printer"
85044090,11,850440,3298,3298,03,77121,110,2000,2790,1105,Outros conversores elétricos estáticos,Los demás convertidores eléctricos estáticos,Other static converters electric
85045000,11,850450,3298,3298,03,77125,110,2000,2790,1105,Outras bobinas de reatância e de auto-indução,Las demás bobinas de reactancia (autoinducción),Other inductors
85049010,10,850490,3298,3298,03,77129,270,2000,2710,1105,Núcleos de pó ferromagnético,Núcleos de polvo ferromagnético,Ferromagnetic powder cores
85049020,10,850490,3298,3298,03,77129,270,2000,2710,1105,Partes de reatores para lâmpadas ou tubos de descarga,Partes de balastos p/lámparas/tubos de descarga,Parts of reactors for lamps/tubes of discharges
85049030,10,850490,3298,3298,03,77129,270,2000,2710,1105,"Partes de transformadores das subposições 8504.21, 8504.22, 8504.23, 8504.33 ou 8504.34 (dielétricos líquidos ou de potência > 16 Kva",Partes de transformadores de dieléctr.liq.o pot>16kva,Parts of transformers of liquid dielectric or pot>16kva
85073090,11,850730,3722,3722,03,77812,240,2000,2720,1110,"Outros acumuladores elétricos, de níquel-cádmio","Los demás acumuladores eléctricos, de níquel-cadmio","Other elect.accumulators, of nickel-cadmium"
85074000,11,850740,3722,3722,03,77812,240,2000,2720,1110,Acumuladores elétricos de níquel-ferro,Acumuladores eléctr.de níquel-hierro,Elect.accumulators of nickel-iron
85075000,11,850750,3722,3722,03,77812,240,2000,2720,1110,Acumuladores elétricos de niquel-hidreto metálico,Acumuladores eléctricos de níquel-hidruro metálico,Electric accumulator nickel-hydride metallic
85076000,11,850760,3722,3722,03,77812,240,2000,2720,1110,Acumuladores eletricos de ion de litio,Acumuladores eléctricos de ion de litio,Electric storage batteries lithium ion
85078000,11,850780,3722,3722,03,77812,240,2000,2720,1110,Outros acumuladores elétricos,Los demás acumuladores eléctricos,Other electric accumulators
85079010,11,850790,3722,3722,03,77819,240,2000,2720,1110,Separadores para acumuladores elétricos,Separadores para acumuladores eléctricos,Separators for electric accumulators
85079020,10,850790,3722,3722,03,77819,240,2000,2720,1110,"Recipientes de plástico, suas tampas e tampões, para acumuladores elétricos","Recipientes p/acumuladores eléctr.de plástico, tapas, etc","Containers f/electric accumul.of plastic, covers, etc"
85079090,10,850790,3722,3722,03,77819,240,2000,2720,1110,Outras partes para acumuladores elétricos,Las demás partes p/acumuladores eléctr.,Other parts of electric accumulators
85081000,11,850810,3262,3262,03,77819,110,2000,2720,1108,"Perfuradoras com motor elétrico incorporado, de uso manual","Perforadoras con motor eléctr.incorporado, de uso manual","Perforators with incorp.electric motor, of manual use"
