CO_NCM,CO_UNID,CO_SH6,CO_PPE,CO_PPI,CO_FAT_AGREG,CO_CUCI_ITEM,CO_CGCE_N3,CO_SIIT,CO_ISIC_CLASSE,CO_EXP_SUBSET,NO_NCM_POR,NO_NCM_ESP,NO_NCM_ING
03048930,10,030489,1380,1265,01,0344,324,4000,1020,2403,"Filé de garoupa (Acanthistius spp.), congelados","Filete de mero (acanthistius spp.), congelados","Fillets of grouper (acanthistius spp.), frozen"
03048940,10,030489,1380,1265,01,0344,324,4000,1020,2403,"Filé de tubarão-azul (Prionace glauca), congelados","Filete de tiburón azul (prionace glauca), congelados","Fillets of blue shark (prionace glauca), frozen"
03048990,10,030489,1380,1265,01,0344,324,4000,1020,2403,"Outros filés congelados, de peixes",Los demás filetes congelados de pescado,"Other frozen fillets, of fish"
03049000,10,030490,1380,1990,01,03455,324,4000,1020,2403,"Outras carnes de peixes, congeladas","Otras carnes de pescados, congeladas","Other fish meat, frozen"
03049100,10,030491,1380,1990,01,03455,324,4000,1020,2403,"Espadartes (Xiphias gladius), frescos, refrigerados, congelados","Pez espada (xiphias gladius),  fresco,  refrigerado o congelado","Sword fish (xiphias gladius),  fresh,  chilled,  frozen"
03049200,10,030492,1380,1990,01,03455,324,4000,1020,2403,"Marlongas (dissostichus spp.), fresca/refrigerada/congelada","Merluza (dissostichus spp.), fresca, refrigerada, congelada","Whiting (dissostichus spp.), fresh, chilled, frozen"
03049211,10,030492,1380,1990,01,03455,324,4000,1020,2403,"Bochechas (cheeks) de merluza-negra (Dissostichus eleginoides), frescos/refrigerado/congelado","Mejilla de merluzas, frescas, secas o refrigeradas","Whiting cheeks, fresh, chilled, frozen"
03049212,10,030492,1380,1990,01,03455,324,4000,1020,2403,"Colares de merluza negra (Dissostichus eleginoides), frescos/refrigerado/congelado","Collares de merluza, frescos, secos, refrigerados","Withing necklaces, fresh, chilled, frozen"
03049219,10,030492,1380,1990,01,03455,324,4000,1020,2403,"Outros peixes marlongas-negras, frescos/refrigerados/congelados","Otras merluzas negras, frescas, refrigeradas, congeladas","Other black whiting, fresh, chilled, frozen"
03049221,10,030492,1380,1990,01,03455,324,4000,1020,2403,"Bochechas (cheeks) de merluza antártica (Dissostichus mawsoni), frescos, refrigerados ou congelados","Mejilla de merluzas, frescas, secas o refrigeradas","Antarctic whiting cheeks, fresh, chilled, frozen"
03049222,10,030492,1380,1990,01,03455,324,4000,1020,2403,"Colares de peixes merluza antártica (Dissostichus mawsoni), frescos/refrigerado/congelado","Collares de merluza, frescos, secos, refrigerados","Antarctic withing necklaces, fresh, chilled, frozen"
44191100,10,441911,3414,3990,03,63542,321,4000,1629,0899,"Tábuas para cortar pão, outras tábuas para cortar e artigos semelhantes, de bambu","Tablas de cortar el pan, otras tablas de cortar y artículos similares, de bambú","Bread cutting boards, other cutting boards and the like, made of bamboo"
44191200,10,441912,3414,3990,03,63542,321,4000,1629,0899,"Pauzinhos (hashi ou fachi), de bambu","Palillos (hashi o fachi), de bambú","Chopsticks (hashi or fachi), of bamboo"
62132000,11,621320,3990,3990,03,84611,322,4000,1410,1602,"Lenços de assoar e de bolso, de algodão",Pañuelos de bolsillo de algodón,"Handkerchiefs, of cotton"
62139000,11,621390,3990,3990,03,84611,322,4000,1410,1602,"Lenços de assoar e de bolso, de outras matérias têxteis",Pañuelos de bolsillo de otras materias textiles,"Handkerchiefs, of other textile materials"
62139010,11,621390,3990,3990,03,84611,322,4000,1410,1602,"Lenços de assoar e de bolso, de seda ou de desperdícios de seda","Panuelos de bolsillo de seda,  desperdicios de seda","Pocket handkerchiefs,  silk/silk waste"
62139090,11,621390,3990,3990,03,84611,322,4000,1410,1602,"Lenços de assoar e de bolso, de outras matérias têxteis",Pañuelos de bolsillo de otras materias textiles,"Pocket handkerchiefs,  other frabrics"
62141000,11,621410,3990,3990,03,84612,322,4000,1410,1602,"Xales, echarpes, lenços de pescoço, cachenês, cachecóis, mantilhas, véus e artefatos semelhantes, de seda ou de desperdícios de seda","Chales, pañs.de cuello, bufandas, etc.de seda/desps.seda","Shawls, scarves, mufflers, mantillas, etc.silk/silk waste"
62142000,11,621420,3990,3990,03,84612,322,4000,1410,1602,"Xales, echarpes, lenços de pescoço, cachenês, cachecóis, mantilhas, véus e artefatos semelhantes, de lã ou de pelos finos","Chales, pañuelos de cuello, bufandas, etc.de lana/p.fino","Shawls, scarves, mufflers, mantil.etc.wool/fine anim.hair"
72091500,10,720915,3761,3761,03,67341,240,3000,2410,1506,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, em rolos simplesmente laminados a frio, de espessura igual ou superior a 3 mm","Lamin.hierro/acero, en frío, a>=6dm, enrollado, e>=3mm","Cold-rolled iron/steel, w>=6dm, coils, t>=3mm"
72091600,10,720916,3761,3761,03,67341,240,3000,2410,1506,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, em rolos simplesmente laminados a frio, de espessura superior a 1 mm, mas inferior a 3 mm","Lamin.hierro/acero, en frío, a>=6dm, enrollado, 1mm<e<3mm","Cold-rolled iron/steel, w>=6dm, in coils, 1mm<t<3mm"
72091700,10,720917,3761,3761,03,67341,240,3000,2410,1506,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, em rolos simplesmente laminados a frio, de espessura igual ou superior a 0,5 mm, mas não superior a 1 mm","Lamin.hierro/acero, en frío, a>=6dm, enrol., 0.5mm<=e<=1mm","Cold-rolled iron/steel, w>=6dm, coils, 0.5mm<=t<=1mm"
72091800,10,720918,3761,3761,03,67341,240,3000,2410,1506,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, em rolos simplesmente laminados a frio, de espessura inferior a 0,5 mm","Lamin.hierro/acero, en frío, a>=6dm, enrollado, e<0.5mm","Cold-rolled iron/steel, w>=6dm, coils, w<0.5mm"
72092500,10,720925,3761,3761,03,67346,240,3000,2410,1506,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, não enrolados, simplesmente laminados a frio, de espessura igual ou superior a 3 mm","Lamin.hierro/acero, en frío, a>=6dm, s/enrollar, e>=3mm","Cold-rolled iron/steel, w>=6dm, n/coils, t>=3mm"
72092600,10,720926,3761,3761,03,67346,240,3000,2410,1506,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, não folheados ou chapeados, nem revestidos, não enrolados simplesmente laminados a frio, de espessura superior a 1 mm, mas inferior a 3 mm","Lamin.hierro/acero, en frío, a>=6dm, s/enrollar, 1mm<e<3mm","Cold-rolled iron/steel, w>=6dm, in coils, 1mm<t<3mm"
61062000,11,610620,3499,3990,03,8447,321,4000,1410,1602,"Camisas, blusas, blusas chemisiers, de malha, de uso feminino, de fibras sintéticas ou artificiais","Camisas, etc.de punto de fibras sint/artif., para mujeres","Shirts, etc.of synth/artific fibres mesh, feminine uses"
61069000,11,610690,3499,3990,03,8447,321,4000,1410,1602,"Camisas, blusas, blusas chemisiers, de malha, de uso feminino, de outras matérias têxteis","Camisas, etc.de punto de ots.mat.textiles, para mujeres","Shirts, etc.of oth.textile materials mesh, feminine uses"
61071100,11,610711,3497,3990,03,84381,322,4000,1410,1602,"Cuecas e ceroulas, de malha, de uso masculino, de algodão","Calzoncillos y ""slips"", de punto de algodón","Underpants and briefs, of cotton mesh"
61071200,11,610712,3497,3990,03,84381,322,4000,1410,1602,"Cuecas e ceroulas, de malha, de uso masculino, de fibras sintéticas ou artificiais","Calzoncillos y ""slips"", de punto de fibras sintét/artif.","Underpants and briefs, of synth/artif fibres mesh"
61071900,11,610719,3497,3990,03,84381,322,4000,1410,1602,"Cuecas e ceroulas, de malha, de uso masculino, de outras matérias têxteis","Calzoncillos y ""slips"", de punto de ots.mat.textiles","Underpants and briefs, etc.of oth.textile materials mesh"
61072100,11,610721,3497,3990,03,84382,322,4000,1410,1602,"Camisolões e pijamas, de malha, de uso masculino, de algodão","Camisones, etc.de punto de algodón, para hombres","Nightshirts, etc of cotton mesh, masculine uses"
61072200,11,610722,3497,3990,03,84382,322,4000,1410,1602,"Camisolões e pijamas, de malha, de uso masculino, de fibras sintéticas ou artificiais","Camisones, etc.de punto de fibra sint/artif, para hombres","Nightshirts, etc of synt/artif fibres mesh, masculin.uses"
60063300,10,600633,3853,3853,03,65529,240,4000,1391,1699,"Outros tecidos de malha, de fibras sintéticas, de fios de diversas cores","Ots.tejidos de punto, fibras sintét.c/hils.dist.colores","Ot.fabrics of mesh, synt.fibr.of yarns of differ.colours"
60049010,10,600490,3853,3853,03,65522,240,4000,1391,1699,"Outros tecidos de malha de largura superior a 30 cm,que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01, de algodão","Ots.tejidos de punto de algodón, a>30cm","Other fabrics of cotton mesh, w>30cm"
60049020,10,600490,3853,3853,03,65522,240,4000,1391,1699,"Outros tecidos de malhas de fibras sintéticas/artificiais, largura > 30 cm","Ots.tejidos de punto de algodón, a>30cm","Other fabrics fibres mesh synt/artif, w>30cm"
60049030,10,600490,3853,3853,03,65522,240,4000,1391,1699,"Outros tecidos de malha de largura superior a 30 cm,que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01, de fibras sintéticas",Outs.tecidos de malha fibras sinteticas l>30cm,Outs.tecidos de malha fibras sinteticas l>30cm
60049040,10,600490,3853,3853,03,65522,240,4000,1391,1699,"Outros tecidos de malha de largura superior a 30 cm,que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01, de fibras artificiais",Outs.tecidos de malha fibras artificiais l>30cm,Outs.tecidos de malha fibras artificiais l>30cm
60049090,10,600490,3853,3853,03,65522,240,4000,1391,1699,"Outros tecidos de malha de largura superior a 30 cm,que contenham, em peso, 5 % ou mais de fios de elastômeros ou de fios de borracha, exceto os da posição 60.01, de outras matérias têxteis",Ots.tejidos de punto ots.mater.text.a>30cm,Other fabrics of mesh of other textile materials w>30cm
60051000,10,600510,3853,3853,03,65523,240,4000,1391,1699,"Tecidos de malha-urdidura, de lã/pelos finos","Tejidos de punto por urdimbre, de lana/pelo fino","Fabrics of warp mesh, of wool/fine animal hair"
60052100,10,600521,3853,3853,03,65523,240,4000,1391,1699,"Tecidos de malha-urdidura (incluindo os fabricados em teares para galões), exceto os das posições 60.01 a 60.04, de algodão, crus ou branqueados","Tejidos de punto por urdimbre, crudos o blanqueados","Fabrics of warp mesh, raw or bleached"
52061200,10,520612,3271,3271,03,65134,240,4000,1311,1603,"Fios simples de algodão, de fibras não penteadas, que contenham menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho, de título < 714,29 decitex mas não inferior a 232,56 decitex (número métrico superior a 14 mas não superior a 43)","Hilado algodón<85%, senc., fibr.s/pein.232.56d<=t<714.29d","Cotton yarn<85%, simple, fibr.n/comb.232.56d<=t<714.29d"
52061300,10,520613,3271,3271,03,65134,240,4000,1311,1603,"Fios simples de algodão, de fibras não penteadas, que contenham menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho, de título < 232,56 decitex mas não inferior a 192,31 decitex (número métrico superior a 43 mas não superior a 52)","Hilado algodón<85%, senc., fibr.s/pein.192.31d<=t<232.56d","Cotton yarn<85%, simple, fibr.n/comb.192.31d<=t<232.56d"
52061400,10,520614,3271,3271,03,65134,240,4000,1311,1603,"Fios simples de algodão, de fibras não penteadas, que contenham menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho, de título < 192,31 decitex mas não inferior a 125 decitex (número métrico superior a 52 mas não superior a 80)","Hilado algodón<85%, senc., fibr.s/pein.125d<=tít<192.31d","Cotton yarn<85%, simple, fibr.n/comb.125d<=tit<192.31d"
68128000,10,681280,3990,3990,03,66381,240,3000,2399,3100,Obras de crocidolita (amianto) ou em fibras,Manufacturas de crocidolita (amianto) o en fibras,Articles of crocidolite (asbestos) or in fibres
68129010,10,681290,3990,3990,03,66381,240,3000,2399,3100,"Juntas e outros elementos, de amianto, com função de vedação","Juntas y demás elementos, de amianto, c/func.de estanq.","Gaskets and oth.elem.of asbestos, with function to ban"
71162020,10,711620,3990,3990,03,89733,311,4000,3211,1999,"Guias de agulhas, de rubi, para cabeças de impressão","Guías de agujas, de rubí, para cabezales de impresión","Needles-guides, of ruby,  for heads of printed"
71162090,10,711620,3990,3990,03,89733,311,4000,3211,1999,"Outras obras de pedras preciosas/semi, sintética/reconstituída","Las demás manuf.de piedras preciosas/semi, sint/reconst.","Ot.articles of prec./semi-precious stones, synt/reconst."
71171100,10,711711,3990,3990,03,89721,321,4000,3212,1999,"Abotoaduras e artefatos semelhantes, de metais comuns, mesmo prateados, dourados ou platinados","Gemelos y pasadores similares, de metales comunes","Cufflinks and other buttons, of base metal"
71171900,10,711719,3990,3990,03,89721,321,4000,3212,1999,Outras bijuterias de metais comuns,Las demás bisuterías de metales comunes,Other imitation jewellery of  base metal
71179000,10,711790,3990,3990,03,89729,321,4000,3212,1999,Outras bijuterias,Las demás bisuterías,Other imitation jewellery
71181000,10,711810,3990,3990,03,9610,999,4000,3211,1999,"Moedas sem curso legal, exceto de ouro","Monedas sin curso legal, excepto las de oro","Coin (other than gold coin), not being legal tender"
71181010,10,711810,3990,3990,03,9610,999,4000,3211,1999,Moedas destinadas a ter curso legal no país importador,Monedas dest.a tener curso legal en el país importador,Intended f/use as legal tender in the importing country
71181090,10,711810,3990,3990,03,9610,999,4000,3211,1999,"Outras moedas sem curso legal, exceto de ouro","Otras monedas sin curso legal, excepto las de oro","Other coin(other than gold coin), not being legal tender"
71189000,10,711890,3990,3990,03,II,999,4000,2420,1999,Outras moedas,Las demás monedas,Other coin
72011000,10,720110,2050,2990,02,67121,240,3000,2410,1503,"Ferro fundido bruto não ligado, que contenha, em peso, 0,5 % ou menos de fósforo","Fundición en bruto sin alear, c/cont.de fósf.<=0.5%peso",Non-alloy pig iron cont.by weight<=0.5%phosphorus
72012000,10,720120,2050,2990,02,67122,240,3000,2410,1503,"Ferro fundido bruto não ligado, que contenha, em peso, mais de 0,5 % de fósforo","Fundición en bruto sin alear, c/cont.de fósf.>0.5%peso",Non-alloy pig iron cont.by weight>=0.5%phosphorus
72015000,10,720150,2050,2990,02,67123,240,3000,2410,1503,Ligas de ferro fundido bruto; ferro spiegel (especular),"Fundición en bruto aleada, fundición especular","Alloy pig iron(bruted), spiegeleisen"
72021100,10,720211,2061,2061,02,67141,240,3000,2410,1504,"Ferro-manganês, que contenham, em peso, mais de 2 % de carbono",Ferromanganeso c/un contenido de carbono>2% en peso,Ferro-manganese containing by weight>2% of carbon
72021900,10,720219,2061,2061,02,67149,240,3000,2410,1504,Outras ligas de ferro-manganês,Las demás aleaciones de ferromanganeso,Other ferro-manganese alloys
72022100,10,720221,2061,2061,02,67151,240,3000,2410,1504,"Ferro-silício, que contenham, em peso, mais de 55 % de silício",Ferrosilicio c/un contenido de silicio>55%en peso,Ferro-silico containing by weight>55% of silicon
72022900,10,720229,2061,2061,02,67151,240,3000,2410,1504,Outras ligas de ferro-silício,Las demás aleaciones de ferrosilicio,Other ferro-silico alloys
72023000,10,720230,2061,2061,02,67152,240,3000,2410,1504,Ferro-silício-manganês,Ferro-sílico-manganeso,Ferro-silico-manganese
72024100,10,720241,2061,2061,02,67153,240,3000,2410,1504,"Ferro-cromo, que contenham, em peso, mais de 4 % de carbono",Ferrocromo c/un contenido de carbono>4% en peso,Ferro-chromium containing by weight>4% of carbon
72024900,10,720249,2061,2061,02,67153,240,3000,2410,1504,Outras ligas de ferro-cromo,Las demás aleaciones de ferrocromo,Other ferro-chromium alloys
03022900,10,030229,1380,1990,01,03413,323,9000,0311,2403,"Outros peixes chatos, frescos, refrigerados, exceto filés, etc.","Los dem.pescados planos, frescos, refrig.exc.filetes, etc","Other fresh/chilled flat fish exc.fish filets, etc."
01029019,11,010290,1084,1084,01,00119,210,9000,0141,8099,Outros bovinos para reprodução,Otros bovinos para reproducción,Other pure-bred breeding bovines
01029090,11,010290,1084,1084,01,00119,210,9000,0141,8099,Outros bovinos vivos,Otros bovinos vivos,Other live bovines
01031000,11,010310,1990,1990,01,00131,110,9000,0145,8099,Suínos reprodutores de raça pura,Porcinos reproductores de raza pura,Pure-bred breedig swines
01039100,11,010391,1990,1990,01,00139,210,9000,0145,8099,"Outros suínos vivos, de peso inferior a 50 kg","Los demás porcinos vivos, con peso inferior a 50 kg","Other live swine, weighing less than 50 kg"
01039200,11,010392,1990,1990,01,00139,210,9000,0145,8099,"Outros suínos vivos, de peso igual ou superior a 50kg","Los dem.porcinos vivos, c/peso igual o superior a 50 kg","Other live swine, weighing 50 kg or more"
01041011,11,010410,1990,1990,01,00121,210,9000,0144,8099,"Ovinos reprodutores de raça pura, prenhe/com cria ao pé","Ovinos reproductores de raza pura, preñad.c/cría al pie","Pure-bred breeding, pregnant or lactating, sheep"
01041019,11,010410,1990,1990,01,00121,210,9000,0144,8099,Outros ovinos reprodutores de raça pura,Los demás ovinos reproductores de raza pura,Other pure-bred breeding sheep
01041090,11,010410,1990,1990,01,00121,210,9000,0144,8099,Outros ovinos vivos,Otros ovinos vivos,Others live sheep
01042010,11,010420,1990,1990,01,00122,210,9000,0144,8099,Caprinos reprodutores de raça pura,Caprinos reproductores de raza pura,Pure-bred breeding goats
01042090,11,010420,1990,1990,01,00122,210,9000,0144,8099,Outros caprinos vivos,Los demás caprinos vivos,Other live goats
01051110,11,010511,1990,1090,01,00141,210,9000,0146,8099,"Galos e galinhas, peso <= 185 g, de linha pura/híbrida, para reprodução","Gallos y gallinas, p<= 185 g, de línea pura/híbr.p/reprod",Fowls spec.gallus domestic.w<=185g pure-bred breeding
01051190,11,010511,1990,1090,01,00141,210,9000,0146,8099,"Outros galos e galinhas, vivos, peso não superior a 185g","Los dem.gallos y gallinas vivos, p.infer.o igual a 185 g",Oth.live fowls spec.gall.domest.weig.not more than 185g
